date,city,country,latitude,longitude,temp_max_c,temp_min_c,temp_mean_c,precipitation_mm,rain_mm,wind_max_kmh,humidity_pct
2025-01-01,New York,US,40.71,-74.01,10.9,3.9,7.4,4.5,4.5,23.2,81
2025-01-02,New York,US,40.71,-74.01,5.4,0.3,2.6,0.0,0.0,25.1,56
2025-01-03,New York,US,40.71,-74.01,3.2,-1.9,0.4,0.0,0.0,17.1,59
2025-01-04,New York,US,40.71,-74.01,-0.1,-2.7,-1.4,0.0,0.0,26.1,51
2025-01-05,New York,US,40.71,-74.01,0.3,-3.6,-2.2,0.0,0.0,19.9,52
2025-01-06,New York,US,40.71,-74.01,-1.5,-4.4,-2.3,1.7,0.0,16.7,74
2025-01-07,New York,US,40.71,-74.01,-3.0,-8.7,-5.2,0.0,0.0,29.9,62
2025-01-08,New York,US,40.71,-74.01,-2.5,-6.6,-4.3,0.0,0.0,25.4,49
2025-01-09,New York,US,40.71,-74.01,-1.5,-6.8,-4.2,0.0,0.0,29.0,53
2025-01-10,New York,US,40.71,-74.01,3.3,-3.8,-0.9,0.0,0.0,22.5,55
2025-01-11,New York,US,40.71,-74.01,0.4,-2.9,-1.2,2.0,0.0,17.3,72
2025-01-12,New York,US,40.71,-74.01,4.8,-1.9,0.6,0.0,0.0,14.9,66
2025-01-13,New York,US,40.71,-74.01,6.6,-1.9,1.3,0.0,0.0,18.3,64
2025-01-14,New York,US,40.71,-74.01,0.3,-3.7,-1.7,0.0,0.0,21.1,50
2025-01-15,New York,US,40.71,-74.01,-1.0,-5.7,-3.4,0.0,0.0,23.7,49
2025-01-16,New York,US,40.71,-74.01,-0.6,-5.9,-3.2,0.3,0.0,10.7,57
2025-01-17,New York,US,40.71,-74.01,5.0,-4.9,-0.7,0.0,0.0,10.8,66
2025-01-18,New York,US,40.71,-74.01,6.5,-0.9,2.8,2.1,2.1,14.9,80
2025-01-19,New York,US,40.71,-74.01,2.6,-2.0,0.7,8.8,0.3,18.3,90
2025-01-20,New York,US,40.71,-74.01,-2.6,-10.5,-7.1,0.2,0.0,16.3,65
2025-01-21,New York,US,40.71,-74.01,-8.4,-15.8,-11.4,0.4,0.0,10.0,62
2025-01-22,New York,US,40.71,-74.01,-8.1,-16.6,-11.8,0.0,0.0,11.0,54
2025-01-23,New York,US,40.71,-74.01,-3.5,-13.1,-8.6,0.0,0.0,8.3,53
2025-01-24,New York,US,40.71,-74.01,-1.0,-10.6,-6.3,0.0,0.0,10.7,65
2025-01-25,New York,US,40.71,-74.01,-2.0,-13.0,-7.0,0.0,0.0,11.6,68
2025-01-26,New York,US,40.71,-74.01,4.1,-5.6,-1.0,0.0,0.0,15.9,64
2025-01-27,New York,US,40.71,-74.01,2.0,-4.8,-1.3,0.0,0.0,17.7,59
2025-01-28,New York,US,40.71,-74.01,4.4,-3.0,0.7,0.0,0.0,23.3,53
2025-01-29,New York,US,40.71,-74.01,9.1,0.3,4.1,0.0,0.0,23.3,52
2025-01-30,New York,US,40.71,-74.01,1.0,-6.2,-2.0,0.0,0.0,15.5,52
2025-01-31,New York,US,40.71,-74.01,6.2,0.7,3.6,10.3,10.3,13.5,90
2025-02-01,New York,US,40.71,-74.01,6.2,-5.8,0.7,2.4,2.4,19.4,68
2025-02-02,New York,US,40.71,-74.01,1.4,-9.6,-4.5,1.2,0.0,11.7,57
2025-02-03,New York,US,40.71,-74.01,6.1,-3.0,1.9,0.3,0.0,12.8,85
2025-02-04,New York,US,40.71,-74.01,6.2,-0.5,3.6,0.3,0.3,23.0,67
2025-02-05,New York,US,40.71,-74.01,1.8,-3.5,-1.4,0.0,0.0,14.5,54
2025-02-06,New York,US,40.71,-74.01,4.4,-1.9,1.1,8.5,3.6,14.1,88
2025-02-07,New York,US,40.71,-74.01,5.1,-2.7,1.4,0.0,0.0,25.7,64
2025-02-08,New York,US,40.71,-74.01,1.1,-4.4,-1.8,7.8,0.4,10.1,59
2025-02-09,New York,US,40.71,-74.01,1.4,-2.2,-0.1,6.4,3.8,13.1,86
2025-02-10,New York,US,40.71,-74.01,0.6,-5.2,-2.1,0.0,0.0,12.9,70
2025-02-11,New York,US,40.71,-74.01,-0.2,-9.2,-4.2,1.2,0.0,5.7,76
2025-02-12,New York,US,40.71,-74.01,0.4,-2.2,-0.7,4.5,0.0,13.0,88
2025-02-13,New York,US,40.71,-74.01,7.2,0.6,3.4,6.6,6.4,19.4,89
2025-02-14,New York,US,40.71,-74.01,1.0,-3.2,-1.1,0.0,0.0,19.2,55
2025-02-15,New York,US,40.71,-74.01,1.7,-4.0,-1.0,6.9,3.8,12.7,67
2025-02-16,New York,US,40.71,-74.01,7.4,0.9,3.0,23.1,23.1,28.7,95
2025-02-17,New York,US,40.71,-74.01,0.9,-3.5,-1.5,0.0,0.0,27.2,51
2025-02-18,New York,US,40.71,-74.01,-3.0,-8.4,-5.3,0.0,0.0,20.5,35
2025-02-19,New York,US,40.71,-74.01,-1.1,-9.2,-5.2,0.0,0.0,16.5,46
2025-02-20,New York,US,40.71,-74.01,-1.0,-8.6,-4.8,0.9,0.0,19.3,57
2025-02-21,New York,US,40.71,-74.01,-0.2,-6.3,-3.9,0.0,0.0,20.6,55
2025-02-22,New York,US,40.71,-74.01,3.7,-7.3,-2.1,0.0,0.0,15.0,57
2025-02-23,New York,US,40.71,-74.01,7.9,-1.8,2.5,0.0,0.0,11.7,56
2025-02-24,New York,US,40.71,-74.01,8.3,-1.8,3.4,0.0,0.0,17.4,67
2025-02-25,New York,US,40.71,-74.01,12.6,3.7,7.1,0.0,0.0,12.9,67
2025-02-26,New York,US,40.71,-74.01,13.8,2.4,7.2,0.1,0.1,19.1,67
2025-02-27,New York,US,40.71,-74.01,12.1,4.7,8.5,9.2,9.2,14.8,78
2025-02-28,New York,US,40.71,-74.01,9.8,1.9,6.1,0.0,0.0,17.8,56
2025-03-01,New York,US,40.71,-74.01,16.0,-0.8,7.0,0.0,0.0,26.3,50
2025-03-02,New York,US,40.71,-74.01,0.6,-7.2,-3.4,0.0,0.0,19.2,38
2025-03-03,New York,US,40.71,-74.01,3.7,-5.6,-1.5,0.0,0.0,13.0,43
2025-03-04,New York,US,40.71,-74.01,12.9,-2.0,4.8,0.0,0.0,13.1,57
2025-03-05,New York,US,40.71,-74.01,12.6,5.7,9.7,39.2,39.2,28.0,80
2025-03-06,New York,US,40.71,-74.01,12.2,2.3,9.6,2.9,2.9,25.2,70
2025-03-07,New York,US,40.71,-74.01,8.2,-0.8,3.8,0.0,0.0,30.4,45
2025-03-08,New York,US,40.71,-74.01,6.2,1.0,3.6,0.0,0.0,22.7,49
2025-03-09,New York,US,40.71,-74.01,10.4,-2.3,3.7,0.0,0.0,24.4,53
2025-03-10,New York,US,40.71,-74.01,17.1,3.7,9.5,0.0,0.0,13.2,57
2025-03-11,New York,US,40.71,-74.01,16.1,2.8,9.5,0.0,0.0,11.2,66
2025-03-12,New York,US,40.71,-74.01,11.4,3.2,7.5,0.0,0.0,15.0,53
2025-03-13,New York,US,40.71,-74.01,10.4,2.0,5.7,0.0,0.0,10.9,71
2025-03-14,New York,US,40.71,-74.01,12.9,0.8,6.0,0.0,0.0,10.5,78
2025-03-15,New York,US,40.71,-74.01,9.2,3.7,6.6,0.5,0.5,11.9,92
2025-03-16,New York,US,40.71,-74.01,15.9,7.4,12.7,8.2,8.2,24.3,93
2025-03-17,New York,US,40.71,-74.01,14.8,3.3,11.6,30.9,30.9,22.0,79
2025-03-18,New York,US,40.71,-74.01,14.1,0.7,6.8,0.0,0.0,17.8,54
2025-03-19,New York,US,40.71,-74.01,14.2,2.8,8.1,0.0,0.0,10.3,66
2025-03-20,New York,US,40.71,-74.01,10.1,5.6,7.8,11.4,11.4,16.4,94
2025-03-21,New York,US,40.71,-74.01,9.4,2.5,6.5,7.3,7.3,25.7,57
2025-03-22,New York,US,40.71,-74.01,16.5,2.5,8.3,0.0,0.0,22.1,57
2025-03-23,New York,US,40.71,-74.01,8.3,-2.4,3.2,0.0,0.0,18.0,51
2025-03-24,New York,US,40.71,-74.01,10.6,4.1,7.1,13.7,13.7,16.5,87
2025-03-25,New York,US,40.71,-74.01,14.2,4.9,9.3,0.0,0.0,26.2,56
2025-03-26,New York,US,40.71,-74.01,10.2,2.2,6.0,0.3,0.3,18.0,57
2025-03-27,New York,US,40.71,-74.01,9.9,-0.5,4.6,0.0,0.0,16.1,52
2025-03-28,New York,US,40.71,-74.01,15.8,4.6,10.1,1.3,1.3,13.2,56
2025-03-29,New York,US,40.71,-74.01,26.4,7.3,16.0,7.3,7.3,21.7,68
2025-03-30,New York,US,40.71,-74.01,13.9,5.7,8.7,0.3,0.3,9.0,85
2025-03-31,New York,US,40.71,-74.01,24.0,8.2,16.6,39.2,39.2,21.2,84
2025-04-01,New York,US,40.71,-74.01,16.0,4.6,8.8,6.6,6.6,22.6,59
2025-04-02,New York,US,40.71,-74.01,8.5,0.2,4.7,0.0,0.0,16.0,61
2025-04-03,New York,US,40.71,-74.01,22.4,6.7,15.2,1.5,1.5,22.0,83
2025-04-04,New York,US,40.71,-74.01,21.3,12.9,17.5,7.2,7.2,15.6,63
2025-04-05,New York,US,40.71,-74.01,12.8,6.1,9.5,1.5,1.5,16.5,72
2025-04-06,New York,US,40.71,-74.01,15.5,6.1,9.9,3.1,3.1,14.0,77
2025-04-07,New York,US,40.71,-74.01,9.2,4.4,6.1,8.5,8.5,11.9,82
2025-04-08,New York,US,40.71,-74.01,6.8,2.0,4.6,0.0,0.0,27.0,57
2025-04-09,New York,US,40.71,-74.01,8.4,-1.6,3.3,0.0,0.0,15.0,49
2025-04-10,New York,US,40.71,-74.01,9.6,1.7,5.2,0.7,0.7,17.2,68
2025-04-11,New York,US,40.71,-74.01,7.4,4.6,5.8,11.7,11.7,17.9,85
2025-04-12,New York,US,40.71,-74.01,5.7,1.6,3.9,17.2,15.3,23.0,88
2025-04-13,New York,US,40.71,-74.01,14.1,4.0,8.9,0.0,0.0,19.7,67
2025-04-14,New York,US,40.71,-74.01,16.3,4.9,10.6,0.0,0.0,11.3,65
2025-04-15,New York,US,40.71,-74.01,18.8,9.0,13.4,1.4,1.4,26.7,66
2025-04-16,New York,US,40.71,-74.01,10.2,5.3,7.7,0.0,0.0,25.8,54
2025-04-17,New York,US,40.71,-74.01,15.6,3.4,9.3,0.0,0.0,14.7,53
2025-04-18,New York,US,40.71,-74.01,18.4,4.1,12.0,0.0,0.0,17.6,62
2025-04-19,New York,US,40.71,-74.01,27.1,15.7,21.0,0.1,0.1,19.5,59
2025-04-20,New York,US,40.71,-74.01,22.0,10.9,16.0,0.0,0.0,19.6,50
2025-04-21,New York,US,40.71,-74.01,13.6,7.3,10.6,0.3,0.3,14.6,58
2025-04-22,New York,US,40.71,-74.01,27.1,11.1,18.7,0.1,0.1,15.5,60
2025-04-23,New York,US,40.71,-74.01,25.1,9.8,17.6,0.0,0.0,14.7,43
2025-04-24,New York,US,40.71,-74.01,26.2,11.4,19.5,0.0,0.0,15.7,40
2025-04-25,New York,US,40.71,-74.01,25.0,14.4,19.3,0.0,0.0,16.4,49
2025-04-26,New York,US,40.71,-74.01,22.2,13.9,18.5,13.2,13.2,21.4,82
2025-04-27,New York,US,40.71,-74.01,14.2,8.4,11.8,0.0,0.0,30.4,53
2025-04-28,New York,US,40.71,-74.01,22.6,9.1,16.0,0.0,0.0,12.7,43
2025-04-29,New York,US,40.71,-74.01,27.1,11.1,19.5,0.0,0.0,19.3,47
2025-04-30,New York,US,40.71,-74.01,22.8,16.4,20.4,0.0,0.0,17.9,44
2025-05-01,New York,US,40.71,-74.01,21.2,10.2,15.7,0.0,0.0,14.6,43
2025-05-02,New York,US,40.71,-74.01,30.1,14.2,21.9,0.0,0.0,16.0,63
2025-05-03,New York,US,40.71,-74.01,29.0,18.3,22.7,8.7,8.7,14.7,66
2025-05-04,New York,US,40.71,-74.01,21.3,15.3,17.8,13.6,13.6,13.1,86
2025-05-05,New York,US,40.71,-74.01,20.2,14.4,16.2,12.7,12.7,13.5,92
2025-05-06,New York,US,40.71,-74.01,19.1,14.0,16.3,21.3,21.3,15.2,89
2025-05-07,New York,US,40.71,-74.01,22.5,13.9,17.8,0.3,0.3,11.8,67
2025-05-08,New York,US,40.71,-74.01,24.3,13.6,18.5,0.4,0.4,11.0,73
2025-05-09,New York,US,40.71,-74.01,16.9,12.2,14.3,14.6,14.6,12.5,89
2025-05-10,New York,US,40.71,-74.01,20.6,10.1,15.1,0.0,0.0,23.3,63
2025-05-11,New York,US,40.71,-74.01,23.4,11.3,17.7,0.0,0.0,12.3,60
2025-05-12,New York,US,40.71,-74.01,20.4,10.9,16.2,0.0,0.0,11.6,61
2025-05-13,New York,US,40.71,-74.01,20.4,14.8,17.3,3.9,3.9,11.0,83
2025-05-14,New York,US,40.71,-74.01,19.2,14.9,16.3,26.5,26.5,17.1,89
2025-05-15,New York,US,40.71,-74.01,23.0,15.6,18.4,4.1,4.1,10.9,89
2025-05-16,New York,US,40.71,-74.01,22.4,15.2,18.1,0.9,0.9,13.4,93
2025-05-17,New York,US,40.71,-74.01,26.8,17.3,21.8,2.5,2.5,19.2,78
2025-05-18,New York,US,40.71,-74.01,23.1,14.9,19.1,0.5,0.5,24.9,60
2025-05-19,New York,US,40.71,-74.01,20.1,12.1,15.9,0.0,0.0,21.8,56
2025-05-20,New York,US,40.71,-74.01,18.6,8.6,13.9,0.0,0.0,15.2,56
2025-05-21,New York,US,40.71,-74.01,14.0,9.6,12.2,4.0,4.0,18.1,74
2025-05-22,New York,US,40.71,-74.01,12.6,9.0,10.5,22.8,22.8,20.4,86
2025-05-23,New York,US,40.71,-74.01,16.8,8.8,12.0,3.2,3.2,13.9,78
2025-05-24,New York,US,40.71,-74.01,17.0,8.5,13.2,0.5,0.5,18.2,68
2025-05-25,New York,US,40.71,-74.01,19.2,10.4,14.9,0.0,0.0,17.6,63
2025-05-26,New York,US,40.71,-74.01,22.2,10.4,16.7,0.0,0.0,13.1,59
2025-05-27,New York,US,40.71,-74.01,25.6,11.9,18.6,0.0,0.0,14.7,56
2025-05-28,New York,US,40.71,-74.01,19.0,12.4,15.7,10.6,10.6,11.6,64
2025-05-29,New York,US,40.71,-74.01,21.6,12.7,17.2,2.9,2.9,12.2,83
2025-05-30,New York,US,40.71,-74.01,23.5,16.2,19.1,7.7,7.7,11.8,85
2025-05-31,New York,US,40.71,-74.01,19.5,12.3,16.2,39.4,39.4,25.6,78
2025-06-01,New York,US,40.71,-74.01,18.8,9.6,14.4,0.0,0.0,20.8,60
2025-06-02,New York,US,40.71,-74.01,21.6,9.9,16.1,0.0,0.0,12.3,61
2025-06-03,New York,US,40.71,-74.01,26.8,11.4,19.3,0.0,0.0,10.8,53
2025-06-04,New York,US,40.71,-74.01,29.8,14.6,22.4,0.0,0.0,14.2,53
2025-06-05,New York,US,40.71,-74.01,34.9,20.2,27.4,0.0,0.0,16.2,54
2025-06-06,New York,US,40.71,-74.01,31.9,21.6,26.9,3.5,3.5,13.8,59
2025-06-07,New York,US,40.71,-74.01,26.8,20.3,23.5,3.6,3.6,17.2,74
2025-06-08,New York,US,40.71,-74.01,24.2,16.6,19.9,1.7,1.7,15.2,80
2025-06-09,New York,US,40.71,-74.01,21.5,15.2,18.1,3.1,3.1,10.5,86
2025-06-10,New York,US,40.71,-74.01,25.6,17.1,20.4,17.5,17.5,12.5,84
2025-06-11,New York,US,40.71,-74.01,29.0,17.0,23.7,0.0,0.0,18.7,57
2025-06-12,New York,US,40.71,-74.01,33.8,19.8,27.0,0.3,0.3,16.4,48
2025-06-13,New York,US,40.71,-74.01,29.8,20.2,24.3,0.0,0.0,12.5,41
2025-06-14,New York,US,40.71,-74.01,21.0,15.9,18.4,5.3,5.3,14.4,71
2025-06-15,New York,US,40.71,-74.01,19.6,15.2,17.0,5.4,5.4,11.0,81
2025-06-16,New York,US,40.71,-74.01,20.0,15.8,18.0,3.0,3.0,12.1,85
2025-06-17,New York,US,40.71,-74.01,21.3,17.1,19.0,5.2,5.2,10.8,90
2025-06-18,New York,US,40.71,-74.01,28.6,18.2,21.9,11.6,11.6,12.1,91
2025-06-19,New York,US,40.71,-74.01,31.4,22.0,25.9,4.7,4.7,17.1,81
2025-06-20,New York,US,40.71,-74.01,28.2,18.5,23.9,0.3,0.3,17.8,61
2025-06-21,New York,US,40.71,-74.01,33.2,20.1,26.8,0.0,0.0,15.2,55
2025-06-22,New York,US,40.71,-74.01,34.0,24.3,28.9,0.3,0.3,19.3,60
2025-06-23,New York,US,40.71,-74.01,40.2,26.5,32.8,0.0,0.0,7.1,58
2025-06-24,New York,US,40.71,-74.01,40.4,29.0,34.8,0.0,0.0,17.6,40
2025-06-25,New York,US,40.71,-74.01,38.4,28.4,33.5,0.3,0.3,15.9,45
2025-06-26,New York,US,40.71,-74.01,30.6,20.0,26.0,0.3,0.3,17.3,60
2025-06-27,New York,US,40.71,-74.01,23.0,17.9,20.2,7.4,7.4,13.5,63
2025-06-28,New York,US,40.71,-74.01,30.5,18.1,24.3,0.7,0.7,14.2,75
2025-06-29,New York,US,40.71,-74.01,33.1,23.2,28.4,0.0,0.0,12.5,62
2025-06-30,New York,US,40.71,-74.01,35.0,22.7,28.6,0.7,0.7,16.5,56
2025-07-01,New York,US,40.71,-74.01,32.8,24.0,27.2,8.2,8.2,17.7,77
2025-07-02,New York,US,40.71,-74.01,29.7,22.8,25.4,2.7,2.7,7.5,81
2025-07-03,New York,US,40.71,-74.01,31.5,21.5,25.9,0.2,0.2,18.0,66
2025-07-04,New York,US,40.71,-74.01,28.3,18.4,23.9,0.0,0.0,11.6,53
2025-07-05,New York,US,40.71,-74.01,32.4,19.1,25.9,0.0,0.0,15.0,50
2025-07-06,New York,US,40.71,-74.01,34.5,21.6,28.2,0.0,0.0,13.3,51
2025-07-07,New York,US,40.71,-74.01,31.6,24.2,27.5,4.1,4.1,16.3,75
2025-07-08,New York,US,40.71,-74.01,37.0,23.6,28.3,15.6,15.6,14.6,74
2025-07-09,New York,US,40.71,-74.01,32.3,23.0,27.5,1.6,1.6,9.5,72
2025-07-10,New York,US,40.71,-74.01,27.2,22.7,24.6,18.6,18.6,6.6,81
2025-07-11,New York,US,40.71,-74.01,29.1,21.5,25.1,0.2,0.2,12.1,81
2025-07-12,New York,US,40.71,-74.01,30.6,22.6,25.5,0.2,0.2,13.2,78
2025-07-13,New York,US,40.71,-74.01,29.8,22.5,25.7,0.2,0.2,14.5,74
2025-07-14,New York,US,40.71,-74.01,31.5,23.1,26.0,17.5,17.5,13.7,82
2025-07-15,New York,US,40.71,-74.01,28.9,22.9,25.7,2.7,2.7,8.7,86
2025-07-16,New York,US,40.71,-74.01,30.6,23.1,26.8,2.2,2.2,11.6,83
2025-07-17,New York,US,40.71,-74.01,33.5,23.8,28.2,1.9,1.9,18.6,76
2025-07-18,New York,US,40.71,-74.01,29.8,22.4,26.2,0.0,0.0,15.0,54
2025-07-19,New York,US,40.71,-74.01,28.3,21.1,24.9,0.0,0.0,14.0,63
2025-07-20,New York,US,40.71,-74.01,34.1,22.3,27.9,4.1,4.1,15.3,69
2025-07-21,New York,US,40.71,-74.01,31.8,21.5,26.9,0.0,0.0,19.2,50
2025-07-22,New York,US,40.71,-74.01,28.1,19.6,23.8,0.0,0.0,14.0,48
2025-07-23,New York,US,40.71,-74.01,28.9,19.6,24.3,0.0,0.0,13.2,58
2025-07-24,New York,US,40.71,-74.01,31.1,20.0,26.3,0.0,0.0,14.0,57
2025-07-25,New York,US,40.71,-74.01,37.8,24.5,29.5,5.4,5.4,22.7,63
2025-07-26,New York,US,40.71,-74.01,30.6,23.6,26.4,0.0,0.0,14.4,60
2025-07-27,New York,US,40.71,-74.01,30.8,22.4,25.5,9.8,9.8,13.8,76
2025-07-28,New York,US,40.71,-74.01,35.2,23.6,29.8,0.0,0.0,11.9,59
2025-07-29,New York,US,40.71,-74.01,39.5,24.9,32.1,0.0,0.0,9.6,53
2025-07-30,New York,US,40.71,-74.01,37.5,27.0,31.0,8.4,8.4,14.7,57
2025-07-31,New York,US,40.71,-74.01,31.8,19.9,26.3,7.8,7.8,15.7,78
2025-08-01,New York,US,40.71,-74.01,23.0,17.8,20.1,1.3,1.3,16.1,80
2025-08-02,New York,US,40.71,-74.01,25.6,17.1,21.1,0.0,0.0,10.1,69
2025-08-03,New York,US,40.71,-74.01,28.0,16.5,22.2,0.0,0.0,11.1,64
2025-08-04,New York,US,40.71,-74.01,33.2,17.0,24.5,0.0,0.0,14.6,58
2025-08-05,New York,US,40.71,-74.01,31.0,19.9,24.9,0.0,0.0,9.7,64
2025-08-06,New York,US,40.71,-74.01,28.5,20.9,23.7,0.8,0.8,13.0,66
2025-08-07,New York,US,40.71,-74.01,28.5,19.0,23.0,0.1,0.1,13.8,62
2025-08-08,New York,US,40.71,-74.01,28.2,17.0,22.3,0.0,0.0,12.8,56
2025-08-09,New York,US,40.71,-74.01,30.0,17.3,23.3,0.0,0.0,11.3,55
2025-08-10,New York,US,40.71,-74.01,33.2,18.4,25.7,0.0,0.0,13.0,48
2025-08-11,New York,US,40.71,-74.01,32.4,20.8,26.3,0.0,0.0,12.7,50
2025-08-12,New York,US,40.71,-74.01,33.3,21.1,26.9,0.0,0.0,14.1,62
2025-08-13,New York,US,40.71,-74.01,32.0,23.5,27.1,9.2,9.2,13.3,74
2025-08-14,New York,US,40.71,-74.01,31.3,22.6,26.4,1.0,1.0,6.5,79
2025-08-15,New York,US,40.71,-74.01,32.4,22.9,26.5,0.0,0.0,13.1,65
2025-08-16,New York,US,40.71,-74.01,30.5,22.5,25.7,4.9,4.9,10.5,74
2025-08-17,New York,US,40.71,-74.01,35.3,22.0,27.2,3.4,3.4,14.6,68
2025-08-18,New York,US,40.71,-74.01,25.0,18.6,21.3,0.2,0.2,16.8,65
2025-08-19,New York,US,40.71,-74.01,24.2,17.5,20.9,0.0,0.0,13.1,58
2025-08-20,New York,US,40.71,-74.01,22.7,15.9,19.9,2.6,2.6,15.1,74
2025-08-21,New York,US,40.71,-74.01,21.9,15.8,18.3,0.0,0.0,22.6,77
2025-08-22,New York,US,40.71,-74.01,26.9,14.9,20.9,0.0,0.0,13.3,58
2025-08-23,New York,US,40.71,-74.01,28.0,17.2,22.0,0.0,0.0,21.6,59
2025-08-24,New York,US,40.71,-74.01,26.2,17.5,22.1,0.2,0.2,18.6,74
2025-08-25,New York,US,40.71,-74.01,31.6,19.1,24.9,0.0,0.0,19.4,59
2025-08-26,New York,US,40.71,-74.01,27.5,17.6,22.9,0.0,0.0,16.6,42
2025-08-27,New York,US,40.71,-74.01,25.0,16.5,20.7,0.1,0.1,15.6,49
2025-08-28,New York,US,40.71,-74.01,27.1,15.1,21.4,0.0,0.0,14.1,48
2025-08-29,New York,US,40.71,-74.01,27.4,18.0,22.4,0.0,0.0,16.0,50
2025-08-30,New York,US,40.71,-74.01,25.8,14.3,20.2,0.0,0.0,14.0,42
2025-08-31,New York,US,40.71,-74.01,27.5,14.9,20.9,0.0,0.0,15.1,47
2025-09-01,New York,US,40.71,-74.01,26.6,16.6,21.6,0.0,0.0,16.8,54
2025-09-02,New York,US,40.71,-74.01,26.9,16.5,21.0,0.0,0.0,13.9,60
2025-09-03,New York,US,40.71,-74.01,26.4,15.5,20.5,0.0,0.0,13.8,66
2025-09-04,New York,US,40.71,-74.01,25.2,16.0,20.9,4.2,4.2,20.4,74
2025-09-05,New York,US,40.71,-74.01,28.5,18.1,23.4,5.1,5.1,15.7,75
2025-09-06,New York,US,40.71,-74.01,30.1,19.1,23.7,20.4,20.4,19.0,82
2025-09-07,New York,US,40.71,-74.01,20.8,16.8,18.4,17.8,17.8,9.4,84
2025-09-08,New York,US,40.71,-74.01,21.6,13.1,17.6,0.0,0.0,9.2,64
2025-09-09,New York,US,40.71,-74.01,22.2,13.2,17.6,0.0,0.0,12.8,71
2025-09-10,New York,US,40.71,-74.01,20.6,15.2,17.8,5.0,5.0,13.8,77
2025-09-11,New York,US,40.71,-74.01,26.9,15.4,21.1,0.0,0.0,13.6,57
2025-09-12,New York,US,40.71,-74.01,27.4,16.3,21.0,0.0,0.0,11.4,59
2025-09-13,New York,US,40.71,-74.01,26.5,16.2,20.7,0.7,0.7,12.7,74
2025-09-14,New York,US,40.71,-74.01,29.8,17.0,22.4,0.5,0.5,9.3,67
2025-09-15,New York,US,40.71,-74.01,28.5,17.9,22.3,0.0,0.0,12.1,67
2025-09-16,New York,US,40.71,-74.01,24.5,17.5,20.4,0.0,0.0,17.0,61
2025-09-17,New York,US,40.71,-74.01,21.1,17.2,19.2,6.8,6.8,14.4,75
2025-09-18,New York,US,40.71,-74.01,27.4,18.2,22.2,0.1,0.1,7.7,72
2025-09-19,New York,US,40.71,-74.01,28.0,18.0,22.6,0.0,0.0,11.1,63
2025-09-20,New York,US,40.71,-74.01,23.8,14.5,18.9,0.0,0.0,12.3,57
2025-09-21,New York,US,40.71,-74.01,22.1,13.8,17.3,0.0,0.0,11.2,66
2025-09-22,New York,US,40.71,-74.01,22.6,12.0,17.4,0.0,0.0,11.2,74
2025-09-23,New York,US,40.71,-74.01,29.5,16.6,22.6,6.6,6.6,14.9,74
2025-09-24,New York,US,40.71,-74.01,26.6,18.4,21.9,3.0,3.0,16.9,88
2025-09-25,New York,US,40.71,-74.01,24.9,19.9,22.0,48.6,48.6,15.7,93
2025-09-26,New York,US,40.71,-74.01,26.5,18.6,22.3,0.0,0.0,8.7,77
2025-09-27,New York,US,40.71,-74.01,24.4,16.9,20.7,0.1,0.1,6.1,77
2025-09-28,New York,US,40.71,-74.01,28.0,17.7,22.4,0.6,0.6,6.5,76
2025-09-29,New York,US,40.71,-74.01,24.1,17.2,20.6,0.0,0.0,10.7,72
2025-09-30,New York,US,40.71,-74.01,25.4,17.0,20.5,0.0,0.0,14.1,67
2025-10-01,New York,US,40.71,-74.01,20.3,12.1,16.3,0.0,0.0,14.4,52
2025-10-02,New York,US,40.71,-74.01,19.0,9.6,14.2,0.0,0.0,8.7,60
2025-10-03,New York,US,40.71,-74.01,22.1,9.0,15.5,0.0,0.0,8.9,67
2025-10-04,New York,US,40.71,-74.01,27.8,11.8,19.5,0.0,0.0,9.4,64
2025-10-05,New York,US,40.71,-74.01,29.8,14.4,21.4,0.0,0.0,9.6,62
2025-10-06,New York,US,40.71,-74.01,26.8,14.6,20.3,0.0,0.0,12.8,68
2025-10-07,New York,US,40.71,-74.01,27.4,17.1,21.9,0.0,0.0,19.2,68
2025-10-08,New York,US,40.71,-74.01,21.8,14.4,19.2,5.4,5.4,17.4,69
2025-10-09,New York,US,40.71,-74.01,15.1,8.4,12.1,0.0,0.0,14.9,55
2025-10-10,New York,US,40.71,-74.01,16.1,4.8,10.9,0.0,0.0,11.4,67
2025-10-11,New York,US,40.71,-74.01,19.0,9.6,14.3,1.4,1.4,12.9,81
2025-10-12,New York,US,40.71,-74.01,16.5,13.1,14.9,13.9,13.9,24.6,79
2025-10-13,New York,US,40.71,-74.01,14.9,12.2,13.7,33.2,33.2,28.6,89
2025-10-14,New York,US,40.71,-74.01,16.1,12.2,13.9,0.1,0.1,19.0,81
2025-10-15,New York,US,40.71,-74.01,19.9,11.6,15.5,0.0,0.0,13.4,74
2025-10-16,New York,US,40.71,-74.01,15.3,7.2,10.8,0.0,0.0,17.5,52
2025-10-17,New York,US,40.71,-74.01,17.0,7.2,11.2,0.0,0.0,15.0,53
2025-10-18,New York,US,40.71,-74.01,17.9,6.5,12.0,0.0,0.0,7.6,67
2025-10-19,New York,US,40.71,-74.01,20.8,9.9,15.9,0.0,0.0,20.4,80
2025-10-20,New York,US,40.71,-74.01,20.0,12.2,15.8,10.2,10.2,23.9,72
2025-10-21,New York,US,40.71,-74.01,19.2,8.0,13.5,0.1,0.1,12.7,65
