date,city,country,latitude,longitude,temp_max_c,temp_min_c,temp_mean_c,precipitation_mm,rain_mm,wind_max_kmh,humidity_pct
2025-02-05,Paris,FR,48.86,2.35,7.7,0.7,4.4,0.0,0.0,5.9,92
2025-02-06,Paris,FR,48.86,2.35,5.1,1.2,3.5,0.2,0.2,16.3,87
2025-02-07,Paris,FR,48.86,2.35,6.1,2.7,4.0,0.8,0.8,15.0,79
2025-02-08,Paris,FR,48.86,2.35,6.8,3.8,5.8,2.1,2.1,15.6,81
2025-02-09,Paris,FR,48.86,2.35,7.1,3.0,4.8,4.8,4.8,11.7,88
2025-02-10,Paris,FR,48.86,2.35,6.4,3.0,4.2,12.2,12.1,13.2,94
2025-02-11,Paris,FR,48.86,2.35,6.3,2.2,4.1,0.0,0.0,12.5,86
2025-02-12,Paris,FR,48.86,2.35,5.4,1.0,3.3,0.1,0.1,7.2,87
2025-02-13,Paris,FR,48.86,2.35,6.6,2.7,4.5,0.1,0.1,8.8,80
2025-02-14,Paris,FR,48.86,2.35,4.5,-0.9,1.6,0.0,0.0,11.7,77
2025-02-15,Paris,FR,48.86,2.35,4.2,-2.2,0.7,0.0,0.0,12.8,79
2025-02-16,Paris,FR,48.86,2.35,6.2,-1.0,1.9,0.0,0.0,9.0,80
2025-02-17,Paris,FR,48.86,2.35,6.4,-1.7,1.9,0.0,0.0,9.1,80
2025-02-18,Paris,FR,48.86,2.35,7.9,-0.7,2.7,0.0,0.0,12.3,79
2025-02-19,Paris,FR,48.86,2.35,9.7,0.2,4.8,0.0,0.0,11.1,80
2025-02-20,Paris,FR,48.86,2.35,13.6,6.8,9.6,2.0,2.0,12.9,92
2025-02-21,Paris,FR,48.86,2.35,15.6,9.1,12.1,0.0,0.0,13.5,84
2025-02-22,Paris,FR,48.86,2.35,12.8,8.4,10.8,4.0,4.0,18.9,83
2025-02-23,Paris,FR,48.86,2.35,14.0,3.9,8.9,0.0,0.0,14.9,82
2025-02-24,Paris,FR,48.86,2.35,12.3,8.5,10.4,3.3,3.3,17.1,82
2025-02-25,Paris,FR,48.86,2.35,8.9,6.7,8.1,16.3,16.3,25.4,94
2025-02-26,Paris,FR,48.86,2.35,10.8,3.5,7.1,3.6,3.6,26.0,82
2025-02-27,Paris,FR,48.86,2.35,9.7,3.0,6.1,0.4,0.4,18.0,80
2025-02-28,Paris,FR,48.86,2.35,8.9,1.9,5.0,0.4,0.4,11.1,83
2025-03-01,Paris,FR,48.86,2.35,7.3,0.6,3.7,0.0,0.0,18.3,82
2025-03-02,Paris,FR,48.86,2.35,10.4,0.2,4.7,0.0,0.0,12.9,77
2025-03-03,Paris,FR,48.86,2.35,11.4,-0.9,4.7,0.0,0.0,6.6,80
2025-03-04,Paris,FR,48.86,2.35,13.0,0.3,5.7,0.0,0.0,6.9,79
2025-03-05,Paris,FR,48.86,2.35,16.3,0.2,7.4,0.0,0.0,5.4,80
2025-03-06,Paris,FR,48.86,2.35,16.8,3.7,9.3,0.0,0.0,10.5,71
2025-03-07,Paris,FR,48.86,2.35,16.5,6.2,10.7,0.0,0.0,10.2,69
2025-03-08,Paris,FR,48.86,2.35,17.9,7.2,11.7,0.0,0.0,12.5,67
2025-03-09,Paris,FR,48.86,2.35,17.0,8.1,12.3,0.0,0.0,12.7,67
2025-03-10,Paris,FR,48.86,2.35,12.9,8.4,10.8,3.5,3.5,9.8,83
2025-03-11,Paris,FR,48.86,2.35,11.4,4.4,7.1,0.0,0.0,13.1,90
2025-03-12,Paris,FR,48.86,2.35,7.2,2.4,4.9,2.0,2.0,12.5,82
2025-03-13,Paris,FR,48.86,2.35,7.7,2.2,4.5,1.4,1.0,11.5,82
2025-03-14,Paris,FR,48.86,2.35,6.7,-0.2,3.2,1.0,1.0,12.9,80
2025-03-15,Paris,FR,48.86,2.35,8.3,1.0,3.9,0.1,0.1,20.2,69
2025-03-16,Paris,FR,48.86,2.35,10.4,1.8,5.8,0.0,0.0,15.9,68
2025-03-17,Paris,FR,48.86,2.35,11.5,0.8,5.9,0.0,0.0,16.1,66
2025-03-18,Paris,FR,48.86,2.35,12.4,1.5,6.6,0.0,0.0,12.7,63
2025-03-19,Paris,FR,48.86,2.35,17.0,5.2,10.4,0.0,0.0,10.2,70
2025-03-20,Paris,FR,48.86,2.35,18.6,5.5,11.7,0.0,0.0,9.3,74
2025-03-21,Paris,FR,48.86,2.35,19.5,9.1,13.6,1.8,1.8,15.9,72
2025-03-22,Paris,FR,48.86,2.35,16.8,10.9,12.8,8.1,8.1,13.8,87
2025-03-23,Paris,FR,48.86,2.35,13.1,7.2,10.1,0.8,0.8,12.5,82
2025-03-24,Paris,FR,48.86,2.35,15.2,5.6,10.9,0.6,0.6,8.8,83
2025-03-25,Paris,FR,48.86,2.35,13.7,7.2,10.4,0.0,0.0,11.8,80
2025-03-26,Paris,FR,48.86,2.35,14.3,7.2,10.3,0.5,0.5,11.4,82
2025-03-27,Paris,FR,48.86,2.35,14.9,3.5,8.9,0.0,0.0,7.6,78
2025-03-28,Paris,FR,48.86,2.35,12.6,3.8,7.8,2.1,2.1,16.9,88
2025-03-29,Paris,FR,48.86,2.35,13.1,5.4,8.9,0.4,0.4,15.7,69
2025-03-30,Paris,FR,48.86,2.35,15.6,5.4,9.8,0.1,0.1,18.0,73
2025-03-31,Paris,FR,48.86,2.35,13.9,4.6,9.1,0.0,0.0,11.2,78
2025-04-01,Paris,FR,48.86,2.35,14.1,4.8,9.1,0.0,0.0,24.7,63
2025-04-02,Paris,FR,48.86,2.35,16.4,6.4,11.1,0.0,0.0,17.1,61
2025-04-03,Paris,FR,48.86,2.35,20.0,7.4,13.8,0.0,0.0,14.2,67
2025-04-04,Paris,FR,48.86,2.35,22.9,10.6,15.8,0.1,0.1,13.9,64
2025-04-05,Paris,FR,48.86,2.35,23.6,9.1,15.8,0.0,0.0,14.6,59
2025-04-06,Paris,FR,48.86,2.35,18.0,8.4,12.9,0.0,0.0,14.6,52
2025-04-07,Paris,FR,48.86,2.35,17.2,4.1,10.6,0.0,0.0,9.7,43
2025-04-08,Paris,FR,48.86,2.35,18.6,3.8,11.6,0.0,0.0,9.4,51
2025-04-09,Paris,FR,48.86,2.35,18.5,5.9,12.3,0.0,0.0,16.7,55
2025-04-10,Paris,FR,48.86,2.35,15.8,5.1,10.8,0.0,0.0,12.5,64
2025-04-11,Paris,FR,48.86,2.35,22.0,5.3,13.6,0.0,0.0,11.5,55
2025-04-12,Paris,FR,48.86,2.35,21.8,9.0,14.7,3.2,3.2,19.3,59
2025-04-13,Paris,FR,48.86,2.35,17.6,12.1,14.3,3.1,3.1,15.5,75
2025-04-14,Paris,FR,48.86,2.35,19.7,7.7,13.7,0.1,0.1,13.3,67
2025-04-15,Paris,FR,48.86,2.35,18.5,11.1,14.4,2.8,2.8,19.1,74
2025-04-16,Paris,FR,48.86,2.35,15.2,8.1,11.3,0.0,0.0,11.3,59
2025-04-17,Paris,FR,48.86,2.35,16.7,6.2,12.0,0.0,0.0,12.2,60
2025-04-18,Paris,FR,48.86,2.35,19.4,6.4,12.8,0.0,0.0,18.7,57
2025-04-19,Paris,FR,48.86,2.35,20.5,8.9,13.8,4.0,4.0,17.0,62
2025-04-20,Paris,FR,48.86,2.35,15.9,10.8,13.2,3.3,3.3,16.8,73
2025-04-21,Paris,FR,48.86,2.35,15.1,9.8,12.1,2.0,2.0,11.9,81
2025-04-22,Paris,FR,48.86,2.35,16.9,7.1,12.3,0.1,0.1,7.9,79
2025-04-23,Paris,FR,48.86,2.35,14.6,8.1,11.1,8.6,8.6,19.5,79
2025-04-24,Paris,FR,48.86,2.35,16.8,8.9,12.3,0.9,0.9,12.6,78
2025-04-25,Paris,FR,48.86,2.35,15.6,7.1,11.6,0.5,0.5,10.3,78
2025-04-26,Paris,FR,48.86,2.35,18.7,7.9,13.4,0.2,0.2,13.4,72
2025-04-27,Paris,FR,48.86,2.35,20.5,10.8,15.5,0.4,0.4,12.8,67
2025-04-28,Paris,FR,48.86,2.35,24.2,9.4,16.9,0.0,0.0,13.1,61
2025-04-29,Paris,FR,48.86,2.35,26.6,10.6,19.1,0.0,0.0,13.7,45
2025-04-30,Paris,FR,48.86,2.35,29.0,12.3,21.3,0.0,0.0,11.0,39
2025-05-01,Paris,FR,48.86,2.35,30.2,14.2,22.6,0.0,0.0,14.6,42
2025-05-02,Paris,FR,48.86,2.35,29.6,15.1,22.6,0.0,0.0,14.3,48
2025-05-03,Paris,FR,48.86,2.35,24.9,15.5,19.0,13.4,13.4,16.0,72
2025-05-04,Paris,FR,48.86,2.35,15.4,8.9,12.3,0.8,0.8,18.5,66
2025-05-05,Paris,FR,48.86,2.35,13.9,5.8,10.1,0.0,0.0,18.2,63
2025-05-06,Paris,FR,48.86,2.35,15.2,6.8,11.1,0.0,0.0,20.0,61
2025-05-07,Paris,FR,48.86,2.35,15.5,7.8,11.8,0.0,0.0,15.9,66
2025-05-08,Paris,FR,48.86,2.35,18.1,8.5,13.2,0.0,0.0,16.1,59
2025-05-09,Paris,FR,48.86,2.35,20.0,9.4,14.7,0.0,0.0,16.8,46
2025-05-10,Paris,FR,48.86,2.35,24.0,9.4,17.2,0.0,0.0,16.7,43
2025-05-11,Paris,FR,48.86,2.35,24.5,13.4,18.0,11.5,11.5,13.6,59
2025-05-12,Paris,FR,48.86,2.35,19.2,13.2,15.8,1.1,1.1,10.4,75
2025-05-13,Paris,FR,48.86,2.35,20.5,10.7,15.5,7.4,7.4,12.0,79
2025-05-14,Paris,FR,48.86,2.35,24.7,10.5,17.6,0.0,0.0,14.7,67
2025-05-15,Paris,FR,48.86,2.35,17.8,8.6,13.6,0.0,0.0,18.5,64
2025-05-16,Paris,FR,48.86,2.35,19.9,8.6,14.2,0.0,0.0,15.3,61
2025-05-17,Paris,FR,48.86,2.35,18.5,9.3,13.7,0.0,0.0,13.0,61
2025-05-18,Paris,FR,48.86,2.35,20.1,8.1,14.5,0.0,0.0,10.7,64
2025-05-19,Paris,FR,48.86,2.35,22.9,7.9,15.8,0.0,0.0,12.9,57
2025-05-20,Paris,FR,48.86,2.35,25.5,11.5,18.7,0.0,0.0,14.4,47
2025-05-21,Paris,FR,48.86,2.35,17.6,11.2,14.2,9.1,9.1,14.2,64
2025-05-22,Paris,FR,48.86,2.35,18.8,8.0,13.4,0.9,0.9,13.4,68
2025-05-23,Paris,FR,48.86,2.35,18.1,7.8,13.3,0.0,0.0,10.5,54
2025-05-24,Paris,FR,48.86,2.35,20.1,8.1,14.4,1.1,1.1,18.6,65
2025-05-25,Paris,FR,48.86,2.35,20.5,14.1,16.8,2.4,2.4,20.1,72
2025-05-26,Paris,FR,48.86,2.35,18.7,10.1,14.8,0.0,0.0,14.1,64
2025-05-27,Paris,FR,48.86,2.35,19.6,11.9,16.3,0.0,0.0,24.2,69
2025-05-28,Paris,FR,48.86,2.35,21.0,14.1,17.0,4.5,4.5,20.9,73
2025-05-29,Paris,FR,48.86,2.35,24.5,11.6,18.3,0.0,0.0,14.0,66
2025-05-30,Paris,FR,48.86,2.35,30.1,14.2,22.5,0.0,0.0,9.9,64
2025-05-31,Paris,FR,48.86,2.35,29.8,16.5,22.1,4.5,4.5,14.1,71
2025-06-01,Paris,FR,48.86,2.35,22.5,15.7,18.8,0.7,0.7,12.4,67
2025-06-02,Paris,FR,48.86,2.35,21.8,13.4,17.7,1.4,1.4,10.3,63
2025-06-03,Paris,FR,48.86,2.35,24.4,11.9,19.0,0.0,0.0,19.6,52
2025-06-04,Paris,FR,48.86,2.35,20.2,13.9,16.5,2.5,2.5,12.9,65
2025-06-05,Paris,FR,48.86,2.35,18.7,13.0,15.8,12.6,12.6,24.1,76
2025-06-06,Paris,FR,48.86,2.35,20.9,13.9,17.0,6.1,6.1,20.3,75
2025-06-07,Paris,FR,48.86,2.35,19.9,13.6,16.2,4.1,4.1,23.5,74
2025-06-08,Paris,FR,48.86,2.35,18.6,11.8,15.2,6.3,6.3,19.8,70
2025-06-09,Paris,FR,48.86,2.35,22.1,9.8,16.1,0.1,0.1,9.3,69
2025-06-10,Paris,FR,48.86,2.35,25.5,11.4,17.9,0.0,0.0,16.6,70
2025-06-11,Paris,FR,48.86,2.35,27.6,13.2,20.5,0.0,0.0,12.1,67
2025-06-12,Paris,FR,48.86,2.35,31.5,17.0,24.5,0.0,0.0,15.5,51
2025-06-13,Paris,FR,48.86,2.35,32.9,20.0,26.0,5.2,5.2,21.5,62
2025-06-14,Paris,FR,48.86,2.35,27.1,20.0,22.8,10.8,10.8,12.6,77
2025-06-15,Paris,FR,48.86,2.35,22.4,16.9,19.1,0.1,0.1,14.0,63
2025-06-16,Paris,FR,48.86,2.35,26.6,11.7,19.3,0.0,0.0,10.2,59
2025-06-17,Paris,FR,48.86,2.35,28.9,14.5,22.4,0.0,0.0,12.0,54
2025-06-18,Paris,FR,48.86,2.35,29.0,15.4,22.9,0.0,0.0,11.1,50
2025-06-19,Paris,FR,48.86,2.35,31.0,17.5,24.7,0.0,0.0,15.5,50
2025-06-20,Paris,FR,48.86,2.35,31.6,19.1,25.5,0.0,0.0,13.4,43
2025-06-21,Paris,FR,48.86,2.35,35.8,18.5,27.8,0.0,0.0,12.4,38
2025-06-22,Paris,FR,48.86,2.35,29.0,22.8,26.2,0.0,0.0,11.9,44
2025-06-23,Paris,FR,48.86,2.35,25.4,17.5,21.4,0.1,0.1,21.2,57
2025-06-24,Paris,FR,48.86,2.35,30.0,13.6,22.0,0.0,0.0,10.4,48
2025-06-25,Paris,FR,48.86,2.35,35.8,17.8,25.8,1.0,1.0,16.6,52
2025-06-26,Paris,FR,48.86,2.35,26.0,18.3,22.4,6.6,6.6,18.3,72
2025-06-27,Paris,FR,48.86,2.35,27.4,19.4,23.3,0.4,0.4,13.2,69
2025-06-28,Paris,FR,48.86,2.35,28.4,18.4,24.0,0.0,0.0,9.7,68
2025-06-29,Paris,FR,48.86,2.35,29.6,18.1,24.3,0.0,0.0,11.4,66
2025-06-30,Paris,FR,48.86,2.35,35.2,20.0,27.7,0.0,0.0,11.6,56
2025-07-01,Paris,FR,48.86,2.35,38.7,23.1,31.8,0.0,0.0,10.4,38
2025-07-02,Paris,FR,48.86,2.35,33.0,20.1,26.1,2.5,2.5,20.1,57
2025-07-03,Paris,FR,48.86,2.35,25.9,16.0,21.2,0.0,0.0,13.0,52
2025-07-04,Paris,FR,48.86,2.35,27.6,14.2,21.2,0.0,0.0,11.3,43
2025-07-05,Paris,FR,48.86,2.35,26.9,14.9,21.3,0.0,0.0,13.6,41
2025-07-06,Paris,FR,48.86,2.35,20.6,14.9,17.3,26.8,26.8,18.0,83
2025-07-07,Paris,FR,48.86,2.35,18.5,14.6,16.2,19.3,19.3,17.9,82
2025-07-08,Paris,FR,48.86,2.35,20.4,13.1,16.4,1.7,1.7,15.9,70
2025-07-09,Paris,FR,48.86,2.35,24.2,10.9,17.9,0.0,0.0,7.0,67
2025-07-10,Paris,FR,48.86,2.35,27.2,13.5,20.7,0.0,0.0,11.1,61
2025-07-11,Paris,FR,48.86,2.35,29.5,17.2,23.6,0.0,0.0,14.9,56
2025-07-12,Paris,FR,48.86,2.35,28.9,17.6,23.8,0.0,0.0,11.8,53
2025-07-13,Paris,FR,48.86,2.35,31.0,17.2,25.0,0.0,0.0,14.7,45
2025-07-14,Paris,FR,48.86,2.35,28.2,18.8,23.0,6.0,6.0,17.2,63
2025-07-15,Paris,FR,48.86,2.35,24.9,16.9,20.8,1.1,1.1,19.3,53
2025-07-16,Paris,FR,48.86,2.35,21.8,18.8,20.2,4.4,4.4,20.6,69
2025-07-17,Paris,FR,48.86,2.35,25.9,16.0,21.2,0.5,0.5,7.2,74
2025-07-18,Paris,FR,48.86,2.35,31.2,18.6,25.0,0.0,0.0,11.8,58
2025-07-19,Paris,FR,48.86,2.35,26.7,21.0,23.9,2.0,2.0,21.2,58
2025-07-20,Paris,FR,48.86,2.35,23.2,17.0,19.8,16.7,16.7,19.6,76
2025-07-21,Paris,FR,48.86,2.35,20.9,16.1,18.2,14.5,14.5,19.8,78
2025-07-22,Paris,FR,48.86,2.35,21.5,16.0,18.9,0.2,0.2,18.8,71
2025-07-23,Paris,FR,48.86,2.35,21.4,16.0,18.1,13.5,13.5,10.3,81
2025-07-24,Paris,FR,48.86,2.35,21.4,14.5,17.5,20.0,20.0,12.9,85
2025-07-25,Paris,FR,48.86,2.35,24.1,15.1,19.7,0.7,0.7,8.7,78
2025-07-26,Paris,FR,48.86,2.35,25.6,15.7,20.2,0.0,0.0,17.1,76
2025-07-27,Paris,FR,48.86,2.35,21.5,16.9,18.3,4.3,4.3,17.6,81
2025-07-28,Paris,FR,48.86,2.35,21.8,13.9,18.0,0.9,0.9,12.8,70
2025-07-29,Paris,FR,48.86,2.35,22.5,13.4,17.8,0.6,0.6,12.8,75
2025-07-30,Paris,FR,48.86,2.35,22.9,15.9,19.0,5.7,5.7,11.4,80
2025-07-31,Paris,FR,48.86,2.35,24.1,15.1,19.5,1.0,1.0,13.9,76
2025-08-01,Paris,FR,48.86,2.35,22.3,15.9,18.8,1.4,1.4,15.2,77
2025-08-02,Paris,FR,48.86,2.35,21.0,13.1,16.9,0.2,0.2,12.2,72
2025-08-03,Paris,FR,48.86,2.35,24.4,12.1,18.0,0.0,0.0,12.3,69
2025-08-04,Paris,FR,48.86,2.35,28.2,17.9,21.8,0.2,0.2,14.4,72
2025-08-05,Paris,FR,48.86,2.35,22.5,16.1,19.7,4.2,4.2,15.7,67
2025-08-06,Paris,FR,48.86,2.35,23.1,12.2,17.6,0.0,0.0,8.5,65
2025-08-07,Paris,FR,48.86,2.35,28.8,14.2,21.7,0.0,0.0,10.1,50
2025-08-08,Paris,FR,48.86,2.35,27.2,15.2,21.7,0.0,0.0,12.1,62
2025-08-09,Paris,FR,48.86,2.35,27.6,16.2,21.5,0.0,0.0,15.0,62
2025-08-10,Paris,FR,48.86,2.35,28.0,12.9,20.7,0.0,0.0,10.5,58
2025-08-11,Paris,FR,48.86,2.35,31.6,15.5,24.1,0.0,0.0,11.2,47
2025-08-12,Paris,FR,48.86,2.35,35.2,19.9,27.4,0.0,0.0,12.5,44
2025-08-13,Paris,FR,48.86,2.35,34.4,19.2,26.8,0.6,0.6,7.8,57
2025-08-14,Paris,FR,48.86,2.35,30.8,19.9,25.6,0.0,0.0,13.5,64
2025-08-15,Paris,FR,48.86,2.35,31.2,16.9,24.0,0.0,0.0,13.1,54
2025-08-16,Paris,FR,48.86,2.35,27.6,18.3,23.2,0.0,0.0,16.0,61
2025-08-17,Paris,FR,48.86,2.35,26.8,15.3,21.2,0.0,0.0,12.1,57
2025-08-18,Paris,FR,48.86,2.35,28.1,15.6,22.1,0.0,0.0,10.1,56
2025-08-19,Paris,FR,48.86,2.35,29.4,16.9,22.6,0.5,0.5,13.3,58
2025-08-20,Paris,FR,48.86,2.35,23.4,17.5,19.7,3.9,3.9,13.0,79
2025-08-21,Paris,FR,48.86,2.35,23.4,14.7,18.6,1.6,1.6,16.0,69
2025-08-22,Paris,FR,48.86,2.35,21.0,11.9,16.9,0.0,0.0,11.8,64
2025-08-23,Paris,FR,48.86,2.35,23.9,11.5,17.4,0.0,0.0,12.4,64
2025-08-24,Paris,FR,48.86,2.35,23.9,12.4,18.4,0.0,0.0,8.9,57
2025-08-25,Paris,FR,48.86,2.35,28.4,12.4,20.8,0.0,0.0,7.2,49
2025-08-26,Paris,FR,48.86,2.35,29.1,16.3,22.6,0.0,0.0,14.3,49
2025-08-27,Paris,FR,48.86,2.35,26.6,18.5,22.3,0.5,0.5,15.1,56
2025-08-28,Paris,FR,48.86,2.35,23.5,17.1,20.2,0.5,0.5,15.6,58
2025-08-29,Paris,FR,48.86,2.35,20.8,15.1,17.3,3.3,3.3,20.6,74
2025-08-30,Paris,FR,48.86,2.35,22.1,13.3,17.7,0.1,0.1,19.0,73
2025-08-31,Paris,FR,48.86,2.35,22.0,15.8,18.8,5.6,5.6,16.9,83
2025-09-01,Paris,FR,48.86,2.35,21.1,13.8,16.9,4.9,4.9,13.9,80
2025-09-02,Paris,FR,48.86,2.35,18.4,12.4,15.6,3.6,3.6,19.8,85
2025-09-03,Paris,FR,48.86,2.35,24.4,16.2,19.5,0.4,0.4,28.7,77
2025-09-04,Paris,FR,48.86,2.35,20.6,14.7,17.6,1.1,1.1,19.4,76
2025-09-05,Paris,FR,48.86,2.35,21.3,11.9,16.6,0.9,0.9,10.8,75
2025-09-06,Paris,FR,48.86,2.35,24.1,11.8,17.8,0.0,0.0,15.3,69
2025-09-07,Paris,FR,48.86,2.35,30.2,14.9,21.4,0.0,0.0,13.1,67
2025-09-08,Paris,FR,48.86,2.35,23.0,17.2,20.0,0.0,0.0,11.4,68
2025-09-09,Paris,FR,48.86,2.35,22.2,12.8,17.6,0.0,0.0,9.0,61
2025-09-10,Paris,FR,48.86,2.35,20.8,12.2,16.4,3.4,3.4,19.4,71
2025-09-11,Paris,FR,48.86,2.35,20.3,13.1,15.9,4.0,4.0,21.8,77
2025-09-12,Paris,FR,48.86,2.35,19.5,11.8,15.5,0.5,0.5,18.8,68
2025-09-13,Paris,FR,48.86,2.35,18.9,12.3,15.0,9.4,9.4,20.9,83
2025-09-14,Paris,FR,48.86,2.35,20.3,12.9,16.2,0.5,0.5,19.8,89
2025-09-15,Paris,FR,48.86,2.35,19.9,15.1,18.0,0.7,0.7,25.8,71
2025-09-16,Paris,FR,48.86,2.35,18.6,12.0,15.2,0.2,0.2,20.6,72
2025-09-17,Paris,FR,48.86,2.35,21.6,12.9,16.5,0.0,0.0,12.0,75
2025-09-18,Paris,FR,48.86,2.35,23.8,12.8,18.2,0.0,0.0,7.4,75
2025-09-19,Paris,FR,48.86,2.35,30.6,12.5,20.5,0.0,0.0,9.8,66
2025-09-20,Paris,FR,48.86,2.35,22.5,19.6,20.8,8.8,8.8,18.8,74
2025-09-21,Paris,FR,48.86,2.35,18.5,12.7,15.5,0.5,0.5,14.9,74
2025-09-22,Paris,FR,48.86,2.35,17.0,9.4,12.8,0.9,0.9,22.8,71
2025-09-23,Paris,FR,48.86,2.35,15.1,9.8,11.8,6.6,6.6,19.0,76
2025-09-24,Paris,FR,48.86,2.35,11.6,10.1,10.7,11.6,11.6,17.8,90
2025-09-25,Paris,FR,48.86,2.35,12.3,9.4,10.8,1.0,1.0,10.1,84
2025-09-26,Paris,FR,48.86,2.35,13.9,9.6,11.4,0.6,0.6,6.8,84
2025-09-27,Paris,FR,48.86,2.35,15.4,8.6,12.0,0.7,0.7,8.0,84
2025-09-28,Paris,FR,48.86,2.35,18.8,7.6,13.0,0.0,0.0,7.8,80
2025-09-29,Paris,FR,48.86,2.35,19.4,8.6,13.9,0.0,0.0,8.5,79
2025-09-30,Paris,FR,48.86,2.35,18.0,9.6,13.6,0.0,0.0,9.9,77
2025-10-01,Paris,FR,48.86,2.35,19.0,7.9,13.2,0.0,0.0,7.2,78
2025-10-02,Paris,FR,48.86,2.35,17.7,8.6,13.0,0.0,0.0,7.9,73
2025-10-03,Paris,FR,48.86,2.35,16.1,11.0,13.1,4.1,4.1,18.4,80
2025-10-04,Paris,FR,48.86,2.35,18.2,11.0,15.0,8.7,8.7,28.5,78
2025-10-05,Paris,FR,48.86,2.35,16.2,10.2,12.5,0.0,0.0,20.1,73
2025-10-06,Paris,FR,48.86,2.35,16.0,9.4,12.7,0.0,0.0,12.0,81
2025-10-07,Paris,FR,48.86,2.35,18.0,9.2,13.2,0.0,0.0,4.1,85
2025-10-08,Paris,FR,48.86,2.35,17.3,9.3,12.8,0.0,0.0,7.1,87
2025-10-09,Paris,FR,48.86,2.35,18.1,11.6,14.7,0.2,0.2,8.3,80
2025-10-10,Paris,FR,48.86,2.35,15.1,9.6,12.8,0.0,0.0,9.2,85
2025-10-11,Paris,FR,48.86,2.35,18.1,10.4,13.9,0.0,0.0,10.8,82
2025-10-12,Paris,FR,48.86,2.35,17.4,9.1,12.8,0.0,0.0,11.2,83
2025-10-13,Paris,FR,48.86,2.35,16.5,9.6,13.0,0.2,0.2,15.8,84
2025-10-14,Paris,FR,48.86,2.35,17.0,12.1,13.8,0.0,0.0,14.9,81
2025-10-15,Paris,FR,48.86,2.35,15.6,10.6,13.0,0.2,0.2,12.9,83
2025-10-16,Paris,FR,48.86,2.35,14.4,9.4,12.5,0.0,0.0,13.1,78
2025-10-17,Paris,FR,48.86,2.35,16.5,8.9,12.4,0.0,0.0,12.7,79
2025-10-18,Paris,FR,48.86,2.35,16.4,7.3,11.3,0.0,0.0,12.3,73
2025-10-19,Paris,FR,48.86,2.35,15.4,8.3,11.6,1.9,1.9,17.5,83
2025-10-20,Paris,FR,48.86,2.35,17.1,13.1,14.9,3.9,3.9,24.1,85
2025-10-21,Paris,FR,48.86,2.35,16.6,11.9,14.2,1.1,1.1,21.4,81
2025-10-22,Paris,FR,48.86,2.35,16.2,12.0,13.8,2.7,2.7,23.8,89
2025-10-23,Paris,FR,48.86,2.35,16.2,9.0,12.4,3.3,3.3,29.4,80
2025-10-24,Paris,FR,48.86,2.35,12.4,6.2,9.2,2.0,2.0,21.0,77
2025-10-25,Paris,FR,48.86,2.35,12.7,9.1,10.6,0.3,0.3,22.1,81
2025-10-26,Paris,FR,48.86,2.35,11.4,6.9,9.0,0.1,0.1,17.1,75
2025-10-27,Paris,FR,48.86,2.35,14.9,9.2,11.8,4.9,4.9,24.2,78
2025-10-28,Paris,FR,48.86,2.35,15.3,9.9,12.5,0.3,0.3,22.2,83
2025-10-29,Paris,FR,48.86,2.35,14.3,10.1,12.0,9.0,9.0,15.5,90
2025-10-30,Paris,FR,48.86,2.35,13.5,7.4,10.6,0.0,0.0,16.6,83
2025-10-31,Paris,FR,48.86,2.35,16.0,8.1,11.7,0.0,0.0,16.0,83
2025-11-01,Paris,FR,48.86,2.35,15.7,11.9,13.9,6.0,6.0,19.1,83
2025-11-02,Paris,FR,48.86,2.35,13.2,8.6,11.2,1.5,1.5,20.8,83
2025-11-03,Paris,FR,48.86,2.35,15.6,7.3,11.1,0.0,0.0,18.3,86
2025-11-04,Paris,FR,48.86,2.35,16.2,8.1,12.2,0.0,0.0,13.2,84
2025-11-05,Paris,FR,48.86,2.35,16.8,10.5,13.5,0.0,0.0,13.3,75
2025-11-06,Paris,FR,48.86,2.35,14.6,11.1,13.1,6.3,6.3,13.0,91
2025-11-07,Paris,FR,48.86,2.35,14.6,9.1,11.9,0.1,0.1,13.6,91
2025-11-08,Paris,FR,48.86,2.35,13.4,8.4,11.0,0.7,0.7,8.0,94
2025-11-09,Paris,FR,48.86,2.35,12.2,6.8,9.2,0.0,0.0,9.6,92
2025-11-10,Paris,FR,48.86,2.35,11.6,6.9,9.5,1.8,1.8,15.6,90
2025-11-11,Paris,FR,48.86,2.35,14.9,8.4,11.3,0.0,0.0,18.6,90
2025-11-12,Paris,FR,48.86,2.35,15.2,8.3,11.6,0.0,0.0,13.6,80
2025-11-13,Paris,FR,48.86,2.35,16.4,12.2,14.5,0.0,0.0,16.6,75
2025-11-14,Paris,FR,48.86,2.35,18.4,13.9,15.6,3.5,3.5,13.7,76
2025-11-15,Paris,FR,48.86,2.35,14.4,10.6,12.3,24.9,24.9,11.8,96
2025-11-16,Paris,FR,48.86,2.35,12.4,8.2,10.0,0.3,0.3,12.4,95
2025-11-17,Paris,FR,48.86,2.35,8.9,3.8,6.7,0.3,0.3,16.9,81
2025-11-18,Paris,FR,48.86,2.35,8.0,-0.7,3.7,0.0,0.0,14.2,85
2025-11-19,Paris,FR,48.86,2.35,6.8,4.2,5.7,3.0,2.9,21.4,84
2025-11-20,Paris,FR,48.86,2.35,4.5,0.2,2.7,0.2,0.2,15.2,83
2025-11-21,Paris,FR,48.86,2.35,4.1,-0.2,1.8,0.3,0.2,13.6,86
